     1435	2024-01-02 06:36:33	32	0	1	0
     1435	2024-01-02 06:36:35	32	0	1	0
      100	2024-01-02 06:50:06	32	0	1	0
     2096	2024-01-02 07:06:49	32	0	1	0
     2096	2024-01-02 07:06:52	32	0	1	0
     2929	2024-01-02 07:18:41	32	0	1	0
     2929	2024-01-02 07:18:42	32	0	1	0
      633	2024-01-02 07:23:35	32	0	1	0
     1600	2024-01-02 07:24:33	32	0	1	0
     1600	2024-01-02 07:24:36	32	0	1	0
     2388	2024-01-02 07:24:40	32	0	1	0
     2388	2024-01-02 07:24:41	32	0	1	0
     2679	2024-01-02 07:25:21	32	0	1	0
       49	2024-01-02 07:26:19	32	0	1	0
     2388	2024-01-02 07:27:58	32	0	1	0
     1916	2024-01-02 07:29:44	32	0	1	0
      597	2024-01-02 07:33:17	32	0	1	0
      597	2024-01-02 07:33:18	32	0	1	0
       46	2024-01-02 07:35:14	32	0	1	0
     2620	2024-01-02 07:35:38	32	0	1	0
     2620	2024-01-02 07:35:40	32	0	1	0
     1459	2024-01-02 07:37:58	32	0	1	0
      571	2024-01-02 07:39:03	32	0	1	0
     1882	2024-01-02 07:41:23	32	0	1	0
      923	2024-01-02 07:43:16	32	0	1	0
     2445	2024-01-02 07:45:24	32	0	1	0
      344	2024-01-02 07:48:09	32	0	1	0
     1865	2024-01-02 07:48:17	32	0	1	0
     2448	2024-01-02 07:49:36	32	0	1	0
      135	2024-01-02 07:49:58	32	0	1	0
      128	2024-01-02 07:50:26	32	0	1	0
      128	2024-01-02 07:50:28	32	0	1	0
     1461	2024-01-02 07:52:15	32	0	1	0
     1461	2024-01-02 07:52:16	32	0	1	0
      360	2024-01-02 07:52:32	32	0	1	0
      360	2024-01-02 07:52:34	32	0	1	0
     1090	2024-01-02 07:53:23	32	0	1	0
      523	2024-01-02 07:54:34	32	0	1	0
      459	2024-01-02 07:55:06	32	0	1	0
      459	2024-01-02 07:55:08	32	0	1	0
     2429	2024-01-02 07:55:13	32	0	1	0
     1046	2024-01-02 07:55:19	32	0	1	0
      986	2024-01-02 07:55:51	32	0	1	0
     1928	2024-01-02 07:56:25	32	0	1	0
      157	2024-01-02 07:56:30	32	0	1	0
      114	2024-01-02 07:56:57	32	0	1	0
     1058	2024-01-02 07:57:58	32	0	1	0
      376	2024-01-02 07:58:28	32	0	1	0
      369	2024-01-02 07:58:39	32	0	1	0
      226	2024-01-02 07:58:50	32	0	1	0
      255	2024-01-02 07:59:33	32	0	1	0
      255	2024-01-02 07:59:36	32	0	1	0
      369	2024-01-02 07:59:41	32	0	1	0
      355	2024-01-02 08:00:17	32	0	1	0
      355	2024-01-02 08:00:24	32	0	1	0
      254	2024-01-02 08:01:13	32	0	1	0
      254	2024-01-02 08:01:14	32	0	1	0
      806	2024-01-02 08:01:16	32	0	1	0
      806	2024-01-02 08:01:17	32	0	1	0
      280	2024-01-02 08:08:21	32	0	1	0
      280	2024-01-02 08:08:22	32	0	1	0
      359	2024-01-02 08:11:42	32	0	1	0
      665	2024-01-02 08:15:12	32	0	1	0
      491	2024-01-02 08:35:15	32	0	1	0
      491	2024-01-02 08:35:16	32	0	1	0
      360	2024-01-02 12:00:50	32	1	1	0
     1266	2024-01-02 12:01:18	32	1	1	0
     1266	2024-01-02 12:02:07	32	0	1	0
     2863	2024-01-02 12:03:15	32	0	1	0
     2429	2024-01-02 12:05:24	32	1	1	0
      359	2024-01-02 12:08:40	32	1	1	0
     2096	2024-01-02 12:08:55	32	1	1	0
      128	2024-01-02 12:15:28	32	1	1	0
      128	2024-01-02 12:15:30	32	1	1	0
     2388	2024-01-02 12:23:40	32	1	1	0
      797	2024-01-02 12:26:26	32	0	1	0
      491	2024-01-02 12:26:57	32	1	1	0
     1046	2024-01-02 12:32:39	32	1	1	0
      100	2024-01-02 12:33:00	32	0	1	0
     2620	2024-01-02 12:34:13	32	1	1	0
     2620	2024-01-02 12:34:14	32	1	1	0
      114	2024-01-02 12:37:36	32	1	1	0
     1090	2024-01-02 12:38:08	32	1	1	0
      571	2024-01-02 12:38:52	32	1	1	0
      100	2024-01-02 12:49:16	32	0	1	0
     1461	2024-01-02 12:59:09	32	1	1	0
     1865	2024-01-02 12:59:11	32	1	1	0
      986	2024-01-02 12:59:14	32	1	1	0
     1461	2024-01-02 13:00:03	32	0	1	0
     1865	2024-01-02 13:00:05	32	0	1	0
      986	2024-01-02 13:00:08	32	0	1	0
     1266	2024-01-02 16:54:49	32	1	1	0
     1046	2024-01-02 17:00:05	32	1	1	0
     1046	2024-01-02 17:00:06	32	1	1	0
     2429	2024-01-02 17:01:23	32	1	1	0
     2388	2024-01-02 17:02:25	32	1	1	0
      597	2024-01-02 17:02:39	32	1	1	0
      597	2024-01-02 17:02:40	32	1	1	0
      255	2024-01-02 17:03:12	32	1	1	0
