 47	2023-09-01 12:01:04 1	1	0	0
 903	2023-09-01 12:02:17 1	1	0	0
 27	2023-09-01 12:02:35 1	1	0	0
 27	2023-09-01 12:02:37 1	1	0	0
 27	2023-09-01 12:02:40 1	1	0	0
 492	2023-09-01 12:02:48 1	1	0	0
 221	2023-09-01 12:07:41 1	1	0	0
 439	2023-09-01 12:07:46 1	1	0	0
 447	2023-09-01 12:08:07 1	1	0	0
 488	2023-09-01 12:08:15 1	1	0	0
 110	2023-09-01 12:08:27 1	1	0	0
 2145	2023-09-01 12:08:37 1	1	0	0
 2313	2023-09-01 12:10:14 1	1	0	0
 1851	2023-09-01 12:10:19 1	1	0	0
 1851	2023-09-01 12:10:20 1	1	0	0
 2383	2023-09-01 12:10:29 1	1	0	0
 492	2023-09-01 12:10:56 1	0	0	0
 2051	2023-09-01 12:11:02 1	1	0	0
 1111	2023-09-01 12:11:38 1	1	0	0
 1190	2023-09-01 12:13:25 1	1	0	0
 844	2023-09-01 12:15:39 1	1	0	0
 903	2023-09-01 12:18:51 1	0	0	0
 2313	2023-09-01 12:18:56 1	0	0	0
 2145	2023-09-01 12:19:40 1	0	0	0
 439	2023-09-01 12:19:44 1	0	0	0
 1190	2023-09-01 12:21:44 1	0	0	0
 221	2023-09-01 12:21:50 1	0	0	0
 110	2023-09-01 12:22:03 1	0	0	0
 503	2023-09-01 12:24:02 1	1	0	0
 488	2023-09-01 12:27:52 1	0	0	0
 503	2023-09-01 12:28:58 1	0	0	0
 358	2023-09-01 12:29:10 1	1	0	0
 958	2023-09-01 12:29:16 1	1	0	0
 844	2023-09-01 12:29:22 1	1	0	0
 844	2023-09-01 12:29:31 1	0	0	0
 271	2023-09-01 12:29:37 1	1	0	0
 463	2023-09-01 12:30:19 1	1	0	0
 272	2023-09-01 12:32:16 1	1	0	0
 271	2023-09-01 12:33:12 1	0	0	0
 1851	2023-09-01 12:35:03 1	0	0	0
 1851	2023-09-01 12:35:05 1	0	0	0
 958	2023-09-01 12:36:08 1	0	0	0
 463	2023-09-01 12:45:48 1	0	0	0
 272	2023-09-01 12:51:36 1	0	0	0
 358	2023-09-01 12:51:45 1	0	0	0
 358	2023-09-01 12:51:47 1	0	0	0
 447	2023-09-01 12:52:42 1	0	0	0
 2383	2023-09-01 12:53:20 1	0	0	0
 1111	2023-09-01 12:54:33 1	0	0	0
 2051	2023-09-01 12:55:02 1	0	0	0
 47	2023-09-01 12:59:55 1	0	0	0
 47	2023-09-01 17:00:02 1	1	0	0
 492	2023-09-01 17:00:29 1	1	0	0
 2051	2023-09-01 17:01:05 1	1	0	0
 2051	2023-09-01 17:01:07 1	1	0	0
 903	2023-09-01 17:01:12 1	1	0	0
 358	2023-09-01 17:01:17 1	1	0	0
 358	2023-09-01 17:01:19 1	1	0	0
 2313	2023-09-01 17:01:26 1	1	0	0
 488	2023-09-01 17:01:35 1	1	0	0
 958	2023-09-01 17:01:47 1	1	0	0
 110	2023-09-01 17:02:15 1	1	0	0
 439	2023-09-01 17:02:21 1	1	0	0
 503	2023-09-01 17:02:59 1	1	0	0
 27	2023-09-01 17:03:21 1	1	0	0
 27	2023-09-01 17:03:23 1	1	0	0
 2145	2023-09-01 17:04:03 1	1	0	0
 2145	2023-09-01 17:04:04 1	1	0	0
 447	2023-09-01 17:04:11 1	1	0	0
 844	2023-09-01 17:04:21 1	1	0	0
 1190	2023-09-01 17:05:21 1	0	0	0
 272	2023-09-01 17:05:47 1	1	0	0
 1851	2023-09-01 17:06:15 1	1	0	0
 1851	2023-09-01 17:06:16 1	1	0	0
 1851	2023-09-01 17:06:19 1	1	0	0
 1851	2023-09-01 17:06:21 1	1	0	0
 2383	2023-09-01 17:13:28 1	1	0	0
 221	2023-09-01 17:13:40 1	1	0	0
 271	2023-09-01 17:16:32 1	1	0	0
 1851	2023-09-01 17:16:39 1	1	0	0
 1851	2023-09-01 17:16:41 1	1	0	0
 1851	2023-09-01 17:16:42 1	1	0	0
